id^title^url^summary^timestamp^datetime^user_name^source_website^category^content168^hot^rel_score^sensi
ab735a258a90e8e1-6bee54fcbd896b2a-e751b356f708dfdddea59a68c9cebaa3^[资讯]钢液精炼节能技术交流会召开^http://mp.weixin.qq.com/s?__biz=MjM5MjI0OTk1OQ==&mid=201751635&idx=3&sn=2348677705c9a41ffbf6f3c43a47fcbe&3rd=MzA3MDU4NTYzMw==&scene=6#rd^据悉,维达精炼添加剂目前已经获得国家专利,通过河南省科技厅科学技术成果鉴定.值得关注的是,维达精炼添加剂系列产品已经先后在西峡内燃机进排气管有限公司、西峡汽车水泵股份有限公司、安阳钢铁集团、武汉钢铁集团、河南商丘淮海铸造有限公司、宜昌船舶柴油机有限公司、山东...^1417015528^2014-11-26 23:25:28^中国冶金^sogou_weixin_search^keywords_corp_weixin.txt^^^2.0442260442260443^
ab735a258a90e8e1-6bee54fcbd896b2a-235f9d4514b811e7474e767ddf99e24c^渤船重工交付&ldquo;德赛三号&rdquo;作业平台^http://mp.weixin.qq.com/s?__biz=MzA3MzM2MjUwNw==&mid=201277399&idx=6&sn=32bcd68e6bc4af8800bff6e1ca404b46&3rd=MzA3MDU4NTYzMw==&scene=6#rd^11月16日,由渤海船舶重工有限责任公司为天津德赛机电设备有限责任公司建造的90米自升式作业平台&ldquo;德赛三号&rdquo;顺利交付.该平台是具有完全自主知识产权且具备动力定位功能的自升式作业平台,其钢性桩腿与柔性齿条装配技术在同行业同类产品施工工艺方面处于先进水平.&ldquo;德赛三号...^1416712499^2014-11-23 11:14:59^船舶海工圈^sogou_weixin_search^keywords_corp_weixin.txt^^^1.8804258804258804^
ab735a258a90e8e1-6bee54fcbd896b2a-0f42903e343d76b0a019763525479e1d^北船重工获青岛市500万元科技资金^http://mp.weixin.qq.com/s?__biz=MjM5MjI3OTI2OQ==&mid=201268982&idx=1&sn=1880fb0d23bcb33f1f0bfa3646ace9e9&3rd=MzA3MDU4NTYzMw==&scene=6#rd^近日,青岛市科技局下发了《关于下达2014年青岛市科技计划(第六批)的通知》,新区北海船舶重工有限责任公司承担的&ldquo;水面无人智能测量平台&rdquo;项目获青岛市500万元科技资金支持. 今年以来,区科技局积极组织企业申报国家&ldquo;863&rdquo;计划、国家中小企业技术创新基金等科技项目,已协...^1417053662^2014-11-27 10:01:02^青岛市黄岛区科学技术局^sogou_weixin_search^keywords_corp_weixin.txt^^^1.8804258804258804^
ab735a258a90e8e1-6bee54fcbd896b2a-9b9ce3cf5704884909e61037d554e122^大船集团技能比武大赛进入收官阶段^http://mp.weixin.qq.com/s?__biz=MzA5NTU4MjIwNw==&mid=201462865&idx=2&sn=04af4e82e1c1cb1a3e84c157edbb3836&3rd=MzA3MDU4NTYzMw==&scene=6#rd^近日,大船集团二工场焊工站,随着焊接工选手划出的最后一道闪亮的弧光,本届员工技能比武的最后两项重要赛事,手把焊和船体装配找线工实际操作技能比武圆满落幕.本届技能比武大赛的手把焊实际操作考试竞争异常的激烈,52名选手均经过层层筛选,并通过8月份的理论考试脱颖而出...^1416991771^2014-11-26 16:49:31^大船集团^sogou_weixin_search^keywords_corp_weixin.txt^^^^
ab735a258a90e8e1-6bee54fcbd896b2a-67525f31c44d838cda93d427374cb0be^大船集团学习贯彻十八届四中全会精神^http://mp.weixin.qq.com/s?__biz=MzA5NTU4MjIwNw==&mid=201462865&idx=1&sn=f0fd53e7f7a37246bbe4c15297a2269b&3rd=MzA3MDU4NTYzMw==&scene=6#rd^11月24日,大船集团领导班子全体成员进行了党委中心组学习,专题学习了习近平总书记在十八届四中全会上的报告和讲话. 学习中,大船集团常务副董事长、党委书记刘征与班子成员一起通读、学习了习近平总书记受中央政治局委托所作的工作报告、全会审议通过的《中共中央关于全面推...^1416991772^2014-11-26 16:49:32^大船集团^sogou_weixin_search^keywords_corp_weixin.txt^^^^
ab735a258a90e8e1-6bee54fcbd896b2a-ea4aba7a2cdb67b9db7eeb8ed0bcdbfc^【大船&bull;人】船台振翅  大鹏高飞^http://mp.weixin.qq.com/s?__biz=MzA5NTU4MjIwNw==&mid=201502238&idx=2&sn=d422482598ebd8ba7ea8f3d166984ab3&3rd=MzA3MDU4NTYzMw==&scene=6#rd^他是大船集团从事船体对接精度控制工作的找线班长,在兵头将尾的岗位上书写了辉煌,创造了奇迹. 在班组管理上,王鹏从不指手画脚,总是身先士卒带头干;在工作上,王鹏从不得过且过敷衍马虎,总是执行&ldquo;要干就要干的最好&rdquo;的理念;遇到困难,王鹏从不回避退缩当逃兵,总是迎难而...^1417162686^2014-11-28 16:18:06^大船集团^sogou_weixin_search^keywords_corp_weixin.txt^^^^
ab735a258a90e8e1-6bee54fcbd896b2a-0e7ef78da7b7066486c3a77541116390^【头条】中船重工副总经理董强到海装(北美)公司考察指导工作^http://mp.weixin.qq.com/s?__biz=MzA5Nzg3OTUzMQ==&mid=201256750&idx=1&sn=cb7578493402728bc91d23aaf234b0bd&3rd=MzA3MDU4NTYzMw==&scene=6#rd^中船重工副总经理董强到海装(北美)公司考察指导工作2014年11月中旬,中船重工副总经理董强,在中船重工总经理助理、海装风电董事长杨本新的陪同下,来到海装(北美)公司考察指导工作,慰问风场员工.考察期间,董强一行拜会了美国爱荷华州副州长Kim Reynolds女士,并与当地...^1416632975^2014-11-22 13:09:35^中船重工海装风电^sogou_weixin_search^keywords_corp_weixin.txt^^^^
ab735a258a90e8e1-6bee54fcbd896b2a-f4a58becca877da91e0fab3a9a658968^河柴应急电站装备亚洲最大客滚船^http://mp.weixin.qq.com/s?__biz=MjM5NDU2NDg1OQ==&mid=201108301&idx=3&sn=ae99d4edd478c798e783079c93e664b8&3rd=MzA3MDU4NTYzMw==&scene=6#rd^近日,由河南柴油机重工有限责任公司生产的TBD234V8发电机组作为应急发电保障装备亚洲最大客滚船&ldquo;渤海钻珠&rdquo;号.&ldquo;渤海钻珠&rdquo;号总长178.8米,型宽28米,总吨位为3.5万吨,具有自主知识产权,配备了电梯、设有带落地窗观光阳台的豪华客房、直升机,集旅行、休闲、娱乐于一...^1416954452^2014-11-26 06:27:32^中船重工^sogou_weixin_search^keywords_corp_weixin.txt^^^1.3890253890253892^
ab735a258a90e8e1-6bee54fcbd896b2a-35f6b4f8f00463d19cf7bf1155edc7eb^武船造&ldquo;深水三用工作船&rdquo;海试成功 全球最先进^http://mp.weixin.qq.com/s?__biz=MzA3NjAzMzIxMQ==&mid=801221357&idx=3&sn=18e76f871b68fff1cfe7e640e4ef5a68&3rd=MzA3MDU4NTYzMw==&scene=6#rd^武船集团透露,亚洲拖力最大,世界最先进、装置最齐全的深水三用工作船昨日在江苏省启东市海试成功,完成阶段性工程,即将于明年3月交付投用.这艘船为&ldquo;海洋石油691&rdquo;号,是武船集团专为中海油服贴身定制的,基础船型为UT788CD,由世界著名的罗尔斯&middot;罗伊斯设计公司设计,主...^1416588385^2014-11-22 00:46:25^海洋油气网^sogou_weixin_search^keywords_corp_weixin.txt^^^1.0925470925470926^
ab735a258a90e8e1-6bee54fcbd896b2a-2a0edac119d5fa354638a2b38d099b0e^武船中标国内第一座双层大跨度公路桥BT项目^http://mp.weixin.qq.com/s?__biz=MjM5NDU2NDg1OQ==&mid=201135015&idx=5&sn=3e31fc10fc1c622119d68a5bff027ef2&3rd=MzA3MDU4NTYzMw==&scene=6#rd^11月21日,武船投资控股公司、中铁大桥局、江苏法尔胜、柳州欧维姆组成的联合体与武汉城市建设投资开发集团有限公司正式签订国内第一座双层大跨度公路桥武汉杨泗港长江大桥BT项目.项目工期预计4年半,武船主要承担该桥6万吨钢结构建造任务.项目工程起于汉阳国博立交,止...^1417066726^2014-11-27 13:38:46^中船重工^sogou_weixin_search^keywords_corp_weixin.txt^^^0.8812448812448814^
ab735a258a90e8e1-6bee54fcbd896b2a-5ac701be2581eaea66c10ff544388483^中船重工部署开展法律宣传周活动^http://mp.weixin.qq.com/s?__biz=MjM5NDU2NDg1OQ==&mid=201095823&idx=1&sn=b2f7bbe2180b2d901465190fe9b75c7c&3rd=MzA3MDU4NTYzMw==&scene=6#rd^11月19日,中船重工下发通知,决定在12月1日~7日开展法律宣传周活动,以提高广大员工的法律意识,加快推进法制央企建设.通知对宣传周活动进行了全面部署.活动的指导思想是:深入贯彻党的十八届四中全会精神,结合我国首个&ldquo;12&bull;4国家宪法日&rdquo;活动,开展以宪法为核心的法律宣...^1416895382^2014-11-25 14:03:02^中船重工^sogou_weixin_search^keywords_corp_weixin.txt^^^^
ab735a258a90e8e1-6bee54fcbd896b2a-b46e7d25bf8465306243ea8edd767191^武船集团造出&ldquo;西非第一舰&rdquo;^http://mp.weixin.qq.com/s?__biz=MjM5MDExMjcwMA==&mid=287847451&idx=3&sn=07241beafa1325e1b4ae38553911f10b&3rd=MzA3MDU4NTYzMw==&scene=6#rd^昨日,我国首艘出口尼日利亚的新型近海巡逻舰在江苏启东正式交付尼日利亚海军,这是武船集团建造的吨位最大的出口军贸舰艇,投用后,将成为&ldquo;西非第一舰&rdquo;.  该舰总长95.5米,型宽12.2米,吃水3.3米,排水量1800吨,用于执行油田护卫、海上巡逻、护渔、海事监视、搜索救援及一定...^1417161657^2014-11-28 16:00:57^龙de船人^sogou_weixin_search^keywords_corp_weixin.txt^^^1.326781326781327^
ab735a258a90e8e1-6bee54fcbd896b2a-ad0f15246b8363c2b6cdf472743e9a15^中船重工财务公司调整人民币存贷款利率^http://mp.weixin.qq.com/s?__biz=MjM5NDU2NDg1OQ==&mid=201153950&idx=2&sn=e3e06cdfabd2cc07177736115e64da6e&3rd=MzA3MDU4NTYzMw==&scene=6#rd^根据《中国人民银行关于下调金融机构人民币存贷款基准利率和调整存贷款利率浮动区间的通知》要求,财务公司坚持&ldquo;依托集团、服务集团&rdquo;的宗旨,以服务和支持集团发展大局为根本,调整相应人民币存贷款利率,自2014年11月22日起,执行新的存贷款利率标准.^1417152636^2014-11-28 13:30:36^中船重工^sogou_weixin_search^keywords_corp_weixin.txt^^^^
ab735a258a90e8e1-6bee54fcbd896b2a-0ef9c05e49c15adb1daf9d13d2f099db^武船力争10年后产值1000亿元 打造千亿企业^http://mp.weixin.qq.com/s?__biz=MjM5NjE3MjQ0Mw==&mid=201930399&idx=4&sn=ad96d447ec7e9a96317f9ce8063b7e29&3rd=MzA3MDU4NTYzMw==&scene=6#rd^&ldquo;今年武船实现产值160亿元.再过10年,武船要争取做到1000亿元,形成6大基地和16大板块的发展格局.到那时,中国的海工装备制造,特别是大型特种装备,武船要排在全国前列,市场份额要争第一.&rdquo;  昨日,在武船南通基地,武船集团董事长杨志钢豪迈地描述武船的&ldquo;深蓝梦&rdquo;.  生...^1416794909^2014-11-24 10:08:29^Seaway Marine^sogou_weixin_search^keywords_corp_weixin.txt^^^2.434070434070435^
http://paper.people.com.cn/zgnyb/html/2014-11/24/content_1503121.htm^海装风电新疆三塘湖一期自建风场发电量突破1亿度(图片新闻)^http://paper.people.com.cn/zgnyb/html/2014-11/24/content_1503121.htm^截至11月16日12时,海装风电新疆三塘湖一期自建风场实现安全运行296天,累计上网电量突破1亿度大关。该风场各项运营核心指标均表现优异,其中,风机可利用率为98.7%...  ^1416758400^2014-11-24 00:00:00^人民日报人民网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://ggjd.cnstock.com/ggdetail/index/1200417096^乐普医疗:第三届董事会第八次会议决议公告 - 公告详情 - 公告解读...^http://ggjd.cnstock.com/ggdetail/index/1200417096^ 证券代码:300003 证券简称:乐普医疗 公告编号:2014-086 乐普(北京)医疗器械股份有限公司 第三届董事会第八次会议决议公告 本公司及董事会全体成员保证公告内容...  ^1416909480^2014-11-25 17:58:00^中国证券网^baidu_ns_search^keywords_corp_baidu.txt^^^294.23918799646947^
http://www.022net.com/2014/11-24/435225343221846.html^多地帮助企业降低融资成本情况调研:用好金融活水缓解融资贵^http://www.022net.com/2014/11-24/435225343221846.html^ 胡久福在大连船舶重工集团海洋工程有限公司工作,对当前严峻的国际、国内海工市场竞争压力感同身受。“以我们成熟产品JU2000E型平台为例,船价和建造成本都面临着韩国...  ^1416796748^2014-11-24 10:39:08^人民网天津视窗^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://ggjd.cnstock.com/ggdetail/index/1200416573^中国重工:关于实施“重工转债”赎回事宜的第七次提示公告 - 公告...^http://ggjd.cnstock.com/ggdetail/index/1200416573^ 关于实施“重工转债”赎回事宜的第七次提示。 查看公告全文 更多  相关公告2014-11-26中国重工:关于实施“重工转债”赎回事宜的第七次提示公告 2014-11-20中国...  ^1416947234^2014-11-26 04:27:14^中国证券网^baidu_ns_search^keywords_corp_baidu.txt^^^66.94792586054722^
http://stock.cngold.org/c/2014-11-27/c2900845.html^船舶制造板块全线飘红中国重工涨逾5%^http://stock.cngold.org/c/2014-11-27/c2900845.html^罗志军在与淡水河谷高层的会谈中表示,希望双方加快推进开通连云港至巴西散货班轮航线、在连云港建立铁矿石现货交易市场等合作事项。相关阅读...  ^1417068114^2014-11-27 14:01:54^金投网^baidu_ns_search^keywords_corp_baidu.txt^^^^
post-471-651344-1^招标项目:重庆红江机械有限责任公司DNC系统招标 公告^http://bbs.tianya.cn/post-471-651344-1.shtml^招标项目:重庆红江机械有限责任公司DNC系统招标 公告招标编号:CSEMC-14118/10 开标时间:2014-12-16 所属行业:机械电子电器 标讯类别: 国内招标资金来源: 其它所属地区;重庆受重庆红^1416963240^2014-11-26 08:54^mdcg4^tianya_bbs_search^keywords_corp_forum.txt^^^^
post-worldlook-1324486-1^日本锂电池巨头已公开宣布明年将增产计划(转载)^http://bbs.tianya.cn/post-worldlook-1324486-1.shtml^停,科力远、风帆股份涨势居前。 作为新能源汽车价值链的核心,动力电池是新能源汽车动力系统的大脑,镍氢电池或锂电池是心脏,源源不断的提供驱动力。动力电池业务受益于未来新能源汽车^1417143060^2014-11-28 10:51^spider3Q^tianya_bbs_search^keywords_corp_forum.txt^^^^
post-333-584344-1^大连曲轴:推动我国从造船大国向造船强国迈进^http://bbs.tianya.cn/post-333-584344-1.shtml^共计为大连船柴配套提供各种型号曲轴120余支,型号覆盖曼恩和瓦锡兰两大系列,成为大连船柴坚强的支撑后盾。 谈起在大连曲轴没有生产船用曲轴之前,船用柴油机厂遭遇的尴尬和无奈时,中船^1416914880^2014-11-25 19:28^毛习同仁^tianya_bbs_search^keywords_corp_forum.txt^^^^
post-333-586180-1^中国已向7个国家出口过13个型号,共计25艘海军舰艇(转载)^http://bbs.tianya.cn/post-333-586180-1.shtml^辽宁舰'。”中船重工武船近海巡逻舰总建造师朱学军说。 虽然和已经交付的“世纪”号是姊妹舰,但第二艘隐身巡逻舰的建造方式将与“世纪”号有较大区别。据朱学军介绍,第二艘巡逻舰大概^1417178040^2014-11-28 20:34^大国雄风2012^tianya_bbs_search^keywords_corp_forum.txt^^^0.6363636363636364^
post-416-79469-1^2015第十七届中原(郑州)焊接与切割技术设备展^http://bbs.tianya.cn/post-416-79469-1.shtml^、洛轴LYC、河柴、郑煤、725所、许继集团、黄河实业、南阳防爆、大唐首阳山、双汇、银鸽实业、中集华骏、焦作奇瑞发动机、义煤机电、豫光金铅、济源钢铁、明泰铝业、永通特钢、中烟工^1416754020^2014-11-23 22:47^wcy2106^tianya_bbs_search^keywords_corp_forum.txt^^^1.963636363636364^
post-worldlook-1322854-1^美防长辞职引发美政坛内讧:奥巴马对华政策失败(转载)^http://bbs.tianya.cn/post-worldlook-1322854-1.shtml^参观中国航母辽宁舰,都为加深两国两军的交往提供了一个“新样本”。 不过需要注意的是,下一届防长任内对华的态度如何,尽管不能完全决定中美关系的走向,但如果鹰派人物出头,毕竟会给中^1416987780^2014-11-26 15:43^网络断肠人^tianya_bbs_search^keywords_hot_forum.txt^^^1.684931506849314^
post-worldlook-1323967-1^深度:中国南海永署岛可做不沉航母 轰6将直袭澳港口(转载)^http://bbs.tianya.cn/post-worldlook-1323967-1.shtml^南海中不沉的辽宁舰,只要看看从这里到周边地区的距离便可知道这个机场的意义:到胡志明市约700公里;到菲律宾全境不超过1500公里;到马六甲海峡约1460公里;到美国航空母舰未来的母港——^1417086060^2014-11-27 19:01^网络断肠人^tianya_bbs_search^keywords_hot_forum.txt^^^1.7260273972602733^
post-worldlook-1324124-1^中国今日向尼日利亚交付首艘隐型巡逻舰(转载)^http://bbs.tianya.cn/post-worldlook-1324124-1.shtml^中国的航母“辽宁舰”。”中船重工武船型号总建造师朱学军对记者表示。 尼日利亚是非洲最大的产油国,主要石油蕴藏地之一的几内亚湾地区安全形势日益严峻,该舰由尼日利亚海军定制,用于^1417098960^2014-11-27 22:36^wwll09876^tianya_bbs_search^keywords_hot_forum.txt^^^2.5068493150684925^
xinhua_forum_134592081^学习、培育和践行社会主义核心价值观  处 处 传 递 正 能 量^http://forum.home.news.cn/post/viewPostSingle.do?id=134592081&ui=niandangshenen^—18（大黄蜂）、俄罗斯苏—33等世界最先进舰载机媲美的歼—15。在辽宁舰完成舰载机起降训练靠岸时，突发急性心肌梗死、心源性猝死，经抢救无效。于2012年11月25日12时48分不幸殉职。享年51岁。他^1416720661^2014-11-23 13:31:01^晚霞阳光^xinhua_bbs_search^keywords_hot_forum.txt^^^0.10666666666666666^
xinhua_forum_134581748^“乌克兰危机”下的中美俄“新三国”时代？（图）^http://forum.home.news.cn/post/viewPostSingle.do?id=134581748&ui=czlbw^，中国方面的军舰应该以“亚丁湾护航编队”为主，只不过可以选择在护航编队交接期间进行，而两批“护航编队”可以适当考虑调整“军舰组合”而已；太平洋方向的军演，则可以派出优势军力，可以“辽宁舰”为核心组成中国^1416616232^2014-11-22 08:30:32^大中华AAA^xinhua_bbs_search^keywords_hot_forum.txt^^^0.8977777777777778^
xinhua_forum_134656256^作品名称：国家深海基地管理中心作品描述：设计说明500字以内^http://forum.home.news.cn/post/viewPostSingle.do?id=134656256&ui=fddw793505^作品名称：国家深海基地管理中心作品描述：设计说明500字以内“蛟龙号”形状很像一个张大嘴巴、龇牙咧嘴的鲸鱼。而毛主席的《沁园春.长沙》中有“鹰击长空，鱼翔浅低，万类霜天竞自由。”的描述，鱼在清澈^1417175048^2014-11-28 19:44:08^静听寂寞1677190^xinhua_bbs_search^keywords_hot_forum.txt^^^9.61777777777778^
xinhua_forum_134645290^心血管病高发难遏  推广拍打莫再迟疑^http://forum.home.news.cn/post/viewPostSingle.do?id=134645290&ui=zwping28^见诸报端重演不止的悲剧之一，应引起反思的何止于“所有足球人”？ 据新京报等媒体2012年11月报道，“辽宁舰”于25日早晨9点靠港，歼-15研制现场总指挥罗阳感到“身体很难受”，被搀扶上汽车，“送往医院^1417094355^2014-11-27 21:19:15^张-卫-平^xinhua_bbs_search^keywords_hot_forum.txt^^^0.10666666666666666^
xinhua_forum_134581620^俄媒：中国仿制工业的薄弱环节与技术飞跃^http://forum.home.news.cn/post/viewPostSingle.do?id=134581620&ui=fairplay11^-27SK的许可生产使沈阳飞机工业公司的技术水平向前推进了 20-25年，而仿造俄飞机生产歼-11B歼击机则是中国航空工业一个新的质的飞跃。 　　中国还为“辽宁舰”航母制造了俄罗斯苏-33舰载歼击机^1416615138^2014-11-22 08:12:18^柏弧紫^xinhua_bbs_search^keywords_hot_forum.txt^^^0.17777777777777778^
xinhua_forum_134626628^故乡的路^http://forum.home.news.cn/post/viewPostSingle.do?id=134626628&ui=77463783^、“天堑变通途”的上百座长江大桥、“九天揽月”的嫦娥工程和“五洋捉鳖”的蛟龙号等举世瞩目的伟大成就，就故乡之路的今昔变化，也令我为家乡的巨变，为祖国的繁荣昌盛而自豪。我的故乡，在重庆市忠县新立镇。故乡的路^1416982050^2014-11-26 14:07:30^77463783^xinhua_bbs_search^keywords_hot_forum.txt^^^0.26666666666666666^
xinhua_forum_134602155^中国梦 我的梦^http://forum.home.news.cn/post/viewPostSingle.do?id=134602155&ui=wmpx1991^明天，　　中国梦，描绘和谐社会人间大同！　　啊，壮哉！我的中国梦！　　宇宙的东方有条龙。　　伴随梦想在飞腾！　　奥运会、世博会在中国成功举办，　　神舟号载人飞船数度遨游太空，蛟龙号载人潜水器潜入七千^1416809133^2014-11-24 14:05:33^文明郫县11^xinhua_bbs_search^keywords_hot_forum.txt^^^0.26666666666666666^
http://stock.jrj.com.cn/hotstock/2014/11/22115018403272-c.shtml^李克强鼓励中国装备走出去 九股白马奔腾现身^http://stock.jrj.com.cn/hotstock/2014/11/22115018403272-c.shtml^①近年我国民营船厂不断退出,供给收缩趋势明显②中国重工市场占有率由2011年的10.8%逐步上升至2014上半年的19.3%,并预计将进一步上升。③供给的持续收缩使得新...  ^1416628231^2014-11-22 11:50:31^金融界^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://stock.huagu.com/f10/300003/notices/6522832.html^乐普医疗:关于公司向中船重工财务有限责任公司申请综合授信额度并...^http://stock.huagu.com/f10/300003/notices/6522832.html^ 序合法,符合《深圳证券交易所股票上市规则》、《公司章程》等相关规定的审  议程序和审批权限的规定。  鉴于上述情况,同意公司第三届董事会第八次会议审议的《...  ^1416844800^2014-11-25 00:00:00^华股财经^baidu_ns_search^keywords_corp_baidu.txt^^^32.79964695498676^
http://www.huaxia.com/hb-tw/jlhz/jcsx/2014/11/4170514.html^武船集团造&quot;西非第一舰&quot; 将成出口轻型舰艇主力^http://www.huaxia.com/hb-tw/jlhz/jcsx/2014/11/4170514.html^ 长江日报讯(记者吴昊 通讯员黄玲)昨日,我国首艘出口尼日利亚的新型近海巡逻舰在江苏启东正式交付尼日利亚海军,这是武船集团建造的吨位最大的出口军贸舰艇,投用后...  ^1417160171^2014-11-28 15:36:11^华夏经纬网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://hb.ifeng.com/economic/cy/detail_2014_11/28/3216566_0.shtml^武船集团造出大吨位军贸舰艇 “西非第一舰”^http://hb.ifeng.com/economic/cy/detail_2014_11/28/3216566_0.shtml^原标题:武船集团造出“西非第一舰”昨日,我国首艘出口尼日利亚的新型近海巡逻舰在江苏启东正式交付尼日利亚海军,这是武船集团建造的吨位最大的出口军贸舰艇,投用后...  ^1417141680^2014-11-28 10:28:00^凤凰网湖北频道^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://jr.cnhubei.com/html/2014/bendi_1128/35742.html^武船集团造出“西非第一舰”^http://jr.cnhubei.com/html/2014/bendi_1128/35742.html^ 我国首艘出口尼日利亚的新型近海巡逻舰在江苏启东正式交付尼日利亚海军。昨日,我国首艘出口尼日利亚的新型近海巡逻舰在江苏启东正式交付尼日利亚海军,这是武船集团建造的...  ^1417132671^2014-11-28 07:57:51^荆楚网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://news.163.com/14/1124/06/ABQ090FF00014JB5.html^用好金融活水缓解融资贵^http://news.163.com/14/1124/06/ABQ090FF00014JB5.html^ 当前,包括大连船舶重工集团海工公司在内的诸多企业,都面临着“融资贵”这一难题。相比大中型企业,小微企业所承受的压力更大:一边是经济下行压力大挤压利润,一边是...  ^1416781020^2014-11-24 06:17:00^网易新闻^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://stock.jrj.com.cn/share,disc,2014-11-26,601989,0000000000000ahj9e.shtml^中国重工(601989)个股公告正文-龙虎榜单-行情中心-股票频道-金融界^http://stock.jrj.com.cn/share,disc,2014-11-26,601989,0000000000000ahj9e.shtml^易和转股;本次提前赎回完成后,“重工转债”将在上海证券交易所摘牌。 中国船舶重工股份有限公司(以下简称“公司”)的股票自 2014 年 09 月05 日至 2014 年 10...  ^1416931200^2014-11-26 00:00:00^金融界^baidu_ns_search^keywords_corp_baidu.txt^^^4.83892321270962^
http://www.cpnn.com.cn/2014xny/fn/201411/t20141124_767338.html^海装风电新疆自建风场发电量已累计突破1亿度^http://www.cpnn.com.cn/2014xny/fn/201411/t20141124_767338.html^记者11月18日从中船重工(重庆)海装风电公司(以下简称“海装风电”)获悉,截至11月16日12时,其位于新疆的三塘湖一期自建风场实现安全运行296天,累计上网电量突破...  ^1416806385^2014-11-24 13:19:45^中国电力新闻网^baidu_ns_search^keywords_corp_baidu.txt^^^2.085172109443954^
http://download.hexun.com/Txtdata/stock_detail_txt_1200378647.shtml^乐普医疗:关于非公开发行股票涉及关联交易的公告^http://download.hexun.com/Txtdata/stock_detail_txt_1200378647.shtml^除权、除息事项,本次非公开发行的发行价格将作相应调整。  (二)定价的公允性  本次非公开发行股票的定价原则符合《中华人民共和国公司法》、《中华人民 共和国...  ^1417036508^2014-11-27 05:15:08^和讯网^baidu_ns_search^keywords_corp_baidu.txt^^^35.55339805825243^
http://www.cb.com.cn/index.php?m=content&c=index&a=show&catid=22&id=1097117&all^5.7亿收购新东港过半股权乐普医疗前景遭质疑^http://www.cb.com.cn/index.php?m=content&c=index&a=show&catid=22&id=1097117&all^乐普医疗(300003.SZ)日前发布公告称,使用自有资金5.76亿元收购浙江新东港药业股份有限公司(以下简称“新东港”)51%的股权,新东港100%股权(剥离相关资产和部分分红...  ^1416644105^2014-11-22 16:15:05^中国经营网^baidu_ns_search^keywords_corp_baidu.txt^^^195.6566637246249^
http://download.hexun.com/Txtdata/stock_detail_txt_1200417096.shtml^乐普医疗:第三届董事会第八次会议决议公告^http://download.hexun.com/Txtdata/stock_detail_txt_1200417096.shtml^会议应出席董事 8 名,实际出席董事 8 名。本 次会议召开符合《公司法》及《公司章程》的相关规定。本次会议由董事长蒲忠 杰先生主持,公司高级管理人员列席了本...  ^1417014812^2014-11-26 23:13:32^和讯网^baidu_ns_search^keywords_corp_baidu.txt^^^37.45984112974404^
http://app.finance.ifeng.com/data/stock/tab_ggzw.php?symbol=300003&id=14819995^乐普医疗(300003)公告正文^http://app.finance.ifeng.com/data/stock/tab_ggzw.php?symbol=300003&id=14819995^乐普医疗:关于公司向中船重工财务有限责任公司申请综合授信额度并涉及关联交易事项的独立董事意见 公告日期 2014-11-25 股票简称:乐普医疗 股票代码:300003 乐普(...  ^1416844800^2014-11-25 00:00:00^凤凰网^baidu_ns_search^keywords_corp_baidu.txt^^^269.48146513680484^
http://ggjd.cnstock.com/ggdetail/index/1200416976?frombbdj=0^乐普医疗:澄清公告 - 公告详情 - 公告解读 - 上市公司- 上海证券...^http://ggjd.cnstock.com/ggdetail/index/1200416976?frombbdj=0^ 证券代码:300003 证券简称:乐普医疗 公告编号:2014-091 乐普(北京)医疗器械股份有限公司 澄清公告 本公司及董事会全体成员保证公告内容真实、准确和完整,没有虚假...  ^1416907680^2014-11-25 17:28:00^中国证券网^baidu_ns_search^keywords_corp_baidu.txt^^^298.2886142983229^
http://www.cfi.net.cn/p20141125002160.html^[关联交易]乐普医疗:关于向中船重工财务有限责任公司申请综合授信...^http://www.cfi.net.cn/p20141125002160.html^[关联交易]乐普医疗:关于向中船重工财务有限责任公司申请综合授信额度并涉及关联交易的公告时间:2014年11月25日 19:31:21 中财网 ...  ^1416915081^2014-11-25 19:31:21^中国财经信息网^baidu_ns_search^keywords_corp_baidu.txt^^^140.09532215357453^
http://app.finance.ifeng.com/data/stock/tab_ggzw.php?symbol=300003&id=14819993^乐普医疗(300003)公告正文^http://app.finance.ifeng.com/data/stock/tab_ggzw.php?symbol=300003&id=14819993^ 本公司及董事会全体成员保证公告内容真实、准确和完整,没有虚假记载、误导性陈述或重大遗漏。一、关联交易概述  根据公司经营发展的需要,公司拟向中船重工财务有限...  ^1416844800^2014-11-25 00:00:00^凤凰网^baidu_ns_search^keywords_corp_baidu.txt^^^57.37511032656663^
